ID,Sex,Bachelor,Age,Graduated,Career,Work Experience,Family Expenses,Family  Size,Variable,Description
1462226072,Male,No,31,No,Doctor,0,Low,,Dog_6,The specimen is reliable and experienced.
1462225263,Female,No,27,Yes,Doctor,0,Low,,Dog_6,The specimen is responsible and hardworking.
1462225322,Female,No,70,Yes,Lawyer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462223956,Male,No,50,Yes,Fashion Designer,1,Low,3,Dog_3,The specimen is reliable and experienced.
1462219746,Female,No,63,Yes,Fashion Designer,14,Low,1,Dog_6,The specimen is reliable and experienced.
1462221221,Male,Yes,60,Yes,Content Creation,1,High,5,Dog_6,The specimen is reliable and experienced.
1462218849,Male,No,25,No,HR,12,Low,3,Dog_6,The specimen is responsible and hardworking.
1462223983,Male,No,22,No,Doctor,0,Low,5,Dog_6,The specimen is responsible and hardworking.
1462220967,Female,No,36,Yes,Fashion Designer,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462224790,Male,Yes,38,Yes,HR,0,High,3,Dog_6,The specimen is reliable and experienced.
1462223745,Male,Yes,52,Yes,Fashion Designer,3,Average,4,Dog_6,The specimen is reliable and experienced.
1462218733,Male,No,38,Yes,Scientist,8,Low,1,Dog_2,The specimen is reliable and experienced.
1462224373,Female,Yes,42,No,HR,0,Average,5,Dog_4,The specimen is reliable and experienced.
1462224608,Female,Yes,41,No,Content Creation,5,Average,3,Dog_6,The specimen is reliable and experienced.
1462222896,Female,Yes,55,Yes,Fashion Designer,10,Low,1,Dog_6,The specimen is reliable and experienced.
1462218602,Male,Yes,46,Yes,HR,0,High,3,Dog_6,The specimen is reliable and experienced.
1462225707,Female,No,89,Yes,Lawyer,2,Low,1,Dog_6,The specimen is reliable and experienced.
1462225516,Male,No,27,Yes,Singer,9,Low,3,Dog_6,The specimen is responsible and hardworking.
1462219923,Male,No,18,No,Doctor,2,Low,4,Dog_2,The specimen is rather joyful than responsible.
1462220154,Male,Yes,51,Yes,Singer,0,Average,4,Dog_7,The specimen is reliable and experienced.
1462223320,Female,Yes,49,Yes,Fashion Designer,1,Low,2,Dog_3,The specimen is reliable and experienced.
1462223699,Male,,52,Yes,Fashion Designer,0,Low,4,Dog_4,The specimen is reliable and experienced.
1462222767,Male,Yes,61,Yes,HR,9,High,3,Dog_6,The specimen is reliable and experienced.
1462220351,Female,No,32,No,Singer,0,Low,3,Dog_4,The specimen is reliable and experienced.
1462219793,Male,Yes,36,Yes,Singer,0,Low,2,Dog_4,The specimen is reliable and experienced.
1462224449,Male,No,28,Yes,Fashion Designer,,Low,1,Dog_6,The specimen is responsible and hardworking.
1462224070,Female,No,21,No,Doctor,0,Low,,Dog_2,The specimen is responsible and hardworking.
1462225087,Female,No,33,Yes,Singer,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462222989,Male,Yes,57,No,Singer,0,High,3,Dog_4,The specimen is reliable and experienced.
1462224189,Male,No,18,No,Scientist,0,Low,6,Dog_4,The specimen is rather joyful than responsible.
1462223431,Female,,53,No,Fashion Designer,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462219997,Female,Yes,55,No,Scientist,1,Average,7,Dog_6,The specimen is reliable and experienced.
1462223703,Male,Yes,85,No,HR,1,High,2,Dog_6,The specimen is reliable and experienced.
1462219893,Male,Yes,52,Yes,HR,1,High,4,Dog_6,The specimen is reliable and experienced.
1462221535,Male,Yes,57,Yes,Singer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462221085,Male,Yes,53,No,Singer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462224226,Female,No,37,Yes,,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462220448,Female,No,33,Yes,Housewife,7,Low,3,Dog_2,The specimen is reliable and experienced.
1462223164,Male,No,22,No,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462224382,Male,No,32,Yes,Scientist,4,Low,5,Dog_6,The specimen is reliable and experienced.
1462220691,,No,52,Yes,Scientist,3,Low,1,Dog_6,The specimen is reliable and experienced.
1462224218,Male,No,22,No,Doctor,,Low,2,Dog_6,The specimen is responsible and hardworking.
1462219107,Male,No,21,No,Doctor,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462220793,Male,No,59,Yes,Fashion Designer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462223417,Male,No,31,Yes,Singer,,Low,,Dog_5,The specimen is reliable and experienced.
1462221940,Male,No,33,Yes,Fashion Designer,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462220748,,No,23,No,Doctor,9,Low,4,Dog_6,The specimen is responsible and hardworking.
1462219458,Female,No,26,Yes,Fashion Designer,1,Low,3,Dog_2,The specimen is responsible and hardworking.
1462220802,Female,Yes,28,Yes,Doctor,,Low,2,Dog_6,The specimen is responsible and hardworking.
1462224875,Female,Yes,60,Yes,Housewife,1,Low,4,Dog_6,The specimen is reliable and experienced.
1462223652,Male,No,31,No,Scientist,0,Low,2,Dog_4,The specimen is reliable and experienced.
1462221886,Female,No,23,No,Doctor,0,Low,3,Dog_2,The specimen is responsible and hardworking.
1462221164,Male,Yes,68,No,Singer,4,Average,2,Dog_6,The specimen is reliable and experienced.
1462220907,Female,No,31,Yes,Content Creation,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462219193,Male,Yes,75,Yes,Lawyer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462219465,Female,No,32,No,Housewife,9,Low,1,Dog_6,The specimen is reliable and experienced.
1462220668,Female,No,19,No,,1,Low,4,Dog_6,The specimen is rather joyful than responsible.
1462226370,Female,No,32,Yes,Scientist,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462223318,Female,Yes,37,Yes,Scientist,,Average,3,Dog_6,The specimen is reliable and experienced.
1462218748,Male,No,72,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462223515,Male,Yes,45,No,Scientist,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462222821,Female,Yes,46,Yes,Singer,5,Low,2,Dog_6,The specimen is reliable and experienced.
1462220385,Male,No,31,No,Doctor,,Low,4,Dog_6,The specimen is reliable and experienced.
1462219442,Male,Yes,48,Yes,Fashion Designer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462220029,Female,Yes,49,No,Scientist,,Average,5,Dog_4,The specimen is reliable and experienced.
1462223061,Male,Yes,43,No,HR,1,Low,4,Dog_6,The specimen is reliable and experienced.
1462220243,Male,Yes,78,Yes,Lawyer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462225723,Male,Yes,46,No,Singer,,Average,5,Dog_4,The specimen is reliable and experienced.
1462220790,Female,No,32,No,Scientist,8,Low,6,Dog_6,The specimen is reliable and experienced.
1462226176,Male,Yes,61,No,Content Creation,1,Average,4,Dog_4,The specimen is reliable and experienced.
1462224457,Male,No,20,No,Doctor,1,Low,3,Dog_3,The specimen is responsible and hardworking.
1462225082,Male,No,19,No,Doctor,,Low,4,Dog_6,The specimen is rather joyful than responsible.
1462220464,Male,Yes,75,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462223308,Male,No,19,No,Doctor,0,Low,5,Dog_6,The specimen is rather joyful than responsible.
1462224930,Male,Yes,39,Yes,Doctor,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462225285,Female,Yes,41,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462222857,Male,Yes,30,No,Fashion Designer,,Average,3,Dog_6,The specimen is reliable and experienced.
1462222184,Male,Yes,69,No,Scientist,0,Average,3,Dog_4,The specimen is reliable and experienced.
1462225599,Female,Yes,47,Yes,Fashion Designer,1,High,5,,The specimen is reliable and experienced.
1462226169,Female,Yes,36,Yes,Fashion Designer,5,Average,2,Dog_6,The specimen is reliable and experienced.
1462220931,Male,Yes,53,No,Lawyer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462226109,Female,No,30,Yes,Singer,9,Low,3,Dog_6,The specimen is reliable and experienced.
1462222583,Male,Yes,65,Yes,Singer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462222622,Female,Yes,66,Yes,Scientist,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462224464,Male,Yes,61,Yes,HR,5,High,2,Dog_6,The specimen is reliable and experienced.
1462223393,Female,No,43,Yes,Fashion Designer,1,Low,1,Dog_3,The specimen is reliable and experienced.
1462224542,Male,Yes,38,Yes,Doctor,8,Average,4,Dog_6,The specimen is reliable and experienced.
1462225166,Male,Yes,58,Yes,Fashion Designer,9,Low,1,Dog_6,The specimen is reliable and experienced.
1462221788,Male,Yes,56,Yes,HR,0,High,4,Dog_6,The specimen is reliable and experienced.
1462223999,Female,Yes,38,Yes,Fashion Designer,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462219187,Female,Yes,51,Yes,Fashion Designer,,High,4,Dog_6,The specimen is reliable and experienced.
1462219121,Male,Yes,36,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462225103,Female,No,51,Yes,Fashion Designer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462221018,Male,Yes,41,No,Singer,0,Low,4,Dog_6,The specimen is reliable and experienced.
1462218786,Female,Yes,86,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462218950,Female,Yes,59,No,Fashion Designer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462219349,Male,No,30,,Content Creation,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462223647,Male,Yes,38,Yes,Fashion Designer,6,Low,1,Dog_7,The specimen is reliable and experienced.
1462220439,Male,No,41,Yes,Singer,8,Low,2,Dog_6,The specimen is reliable and experienced.
1462223118,Male,Yes,51,No,Scientist,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462220567,Female,Yes,47,Yes,Fashion Designer,7,Average,4,Dog_6,The specimen is reliable and experienced.
1462221059,Male,No,22,No,Doctor,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462222036,Female,Yes,81,No,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462223760,Female,Yes,51,Yes,Scientist,1,High,3,Dog_6,The specimen is reliable and experienced.
1462220611,Female,No,37,Yes,Scientist,1,Low,1,Dog_4,The specimen is reliable and experienced.
1462225499,Male,No,21,No,Doctor,,Low,1,Dog_2,The specimen is responsible and hardworking.
1462226344,Male,Yes,35,Yes,Fashion Designer,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462223830,Male,No,18,No,Doctor,3,Low,3,Dog_2,The specimen is rather joyful than responsible.
1462220235,Female,No,46,Yes,Fashion Designer,6,Low,2,Dog_6,The specimen is reliable and experienced.
1462224114,Male,Yes,67,Yes,HR,1,High,2,Dog_6,The specimen is reliable and experienced.
1462222939,Female,No,25,No,Scientist,9,Low,1,Dog_6,The specimen is responsible and hardworking.
1462224299,Male,Yes,35,No,Scientist,1,Low,6,Dog_6,The specimen is reliable and experienced.
1462219970,Female,Yes,42,No,Content Creation,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462224374,Male,No,32,No,Doctor,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462225468,Female,No,33,Yes,Scientist,1,Low,5,Dog_6,The specimen is reliable and experienced.
1462225628,Female,Yes,46,No,Fashion Designer,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462219174,Male,Yes,42,No,Singer,0,Average,4,Dog_4,The specimen is reliable and experienced.
1462224139,Female,No,30,Yes,Singer,1,Low,4,Dog_4,The specimen is reliable and experienced.
1462224105,Male,Yes,50,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462226020,Female,No,27,No,Housewife,9,Low,1,Dog_4,The specimen is responsible and hardworking.
1462225759,Male,Yes,36,Yes,Housewife,5,Low,1,Dog_6,The specimen is reliable and experienced.
1462218623,Female,Yes,48,Yes,Fashion Designer,0,Average,5,Dog_7,The specimen is reliable and experienced.
1462219340,Male,No,18,Yes,Doctor,1,Low,2,Dog_6,The specimen is rather joyful than responsible.
1462221226,Male,Yes,75,Yes,Lawyer,,High,2,Dog_6,The specimen is reliable and experienced.
1462223791,Female,Yes,61,No,Scientist,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462226450,Male,Yes,41,,Singer,2,Average,5,Dog_6,The specimen is reliable and experienced.
1462219137,Male,No,27,Yes,Content Creation,1,Low,2,Dog_3,The specimen is responsible and hardworking.
1462225570,Male,Yes,36,No,Singer,9,Average,2,Dog_6,The specimen is reliable and experienced.
1462223762,Female,No,26,No,Singer,6,Low,8,Dog_4,The specimen is responsible and hardworking.
1462226288,Female,Yes,52,No,,8,Average,4,Dog_2,The specimen is reliable and experienced.
1462220815,Female,No,33,No,Scientist,0,Low,1,Dog_3,The specimen is reliable and experienced.
1462225022,Female,Yes,69,No,Singer,1,Low,2,Dog_3,The specimen is reliable and experienced.
1462222872,Female,Yes,39,Yes,Fashion Designer,8,Average,3,Dog_6,The specimen is reliable and experienced.
1462225317,Female,No,29,No,Singer,9,Low,,Dog_2,The specimen is responsible and hardworking.
1462221118,Female,Yes,37,Yes,Fashion Designer,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462223327,Female,Yes,26,No,Scientist,7,Low,2,Dog_6,The specimen is responsible and hardworking.
1462223282,Male,Yes,66,Yes,Fashion Designer,2,Low,1,Dog_6,The specimen is reliable and experienced.
1462220781,Female,Yes,29,No,Scientist,,High,2,Dog_6,The specimen is responsible and hardworking.
1462226133,Female,Yes,36,Yes,Housewife,1,Average,3,Dog_3,The specimen is reliable and experienced.
1462224033,Male,No,45,Yes,Fashion Designer,9,Low,1,Dog_6,The specimen is reliable and experienced.
1462220084,Male,Yes,49,No,Singer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462221726,Male,Yes,72,No,Lawyer,0,High,2,,The specimen is reliable and experienced.
1462220789,Female,Yes,43,No,Scientist,9,Low,1,Dog_2,The specimen is reliable and experienced.
1462222232,Female,No,19,No,Doctor,5,Low,5,Dog_2,The specimen is rather joyful than responsible.
1462219533,Male,Yes,48,Yes,Scientist,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462219483,Male,No,40,Yes,Fashion Designer,5,Low,2,Dog_6,The specimen is reliable and experienced.
1462221136,Male,Yes,48,Yes,Fashion Designer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462223034,Female,No,42,No,Housewife,,Low,1,Dog_3,The specimen is reliable and experienced.
1462218597,Male,Yes,36,No,HR,8,Average,4,Dog_1,The specimen is reliable and experienced.
1462222285,Female,Yes,56,Yes,Fashion Designer,0,Average,2,Dog_3,The specimen is reliable and experienced.
1462226483,Male,No,21,No,Content Creation,,Low,5,Dog_1,The specimen is responsible and hardworking.
1462224587,Female,,22,No,Doctor,5,Low,4,Dog_2,The specimen is responsible and hardworking.
1462221104,Male,Yes,31,No,Fashion Designer,,Average,2,Dog_6,The specimen is reliable and experienced.
1462223903,Male,Yes,66,No,Fashion Designer,2,High,3,Dog_6,The specimen is reliable and experienced.
1462219898,Male,Yes,53,Yes,Doctor,,High,2,Dog_6,The specimen is reliable and experienced.
1462222416,Female,No,27,No,Doctor,5,Low,3,Dog_2,The specimen is responsible and hardworking.
1462219645,Male,No,23,No,Doctor,4,Low,5,Dog_6,The specimen is responsible and hardworking.
1462221311,Male,Yes,53,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462221282,Female,Yes,28,Yes,Scientist,0,Average,2,Dog_2,The specimen is responsible and hardworking.
1462224571,Female,Yes,31,No,Singer,0,Average,2,Dog_3,The specimen is reliable and experienced.
1462225145,Female,Yes,62,Yes,Fashion Designer,,High,3,Dog_6,The specimen is reliable and experienced.
1462221087,Male,Yes,56,No,HR,,High,3,Dog_6,The specimen is reliable and experienced.
1462221758,Male,No,63,Yes,Fashion Designer,4,Low,1,Dog_6,The specimen is reliable and experienced.
1462226487,Male,Yes,,No,HR,0,High,4,Dog_6,The specimen is reliable and experienced.
1462219668,Female,Yes,43,Yes,Fashion Designer,2,Average,2,Dog_6,The specimen is reliable and experienced.
1462223322,Male,Yes,60,Yes,HR,0,High,3,Dog_6,The specimen is reliable and experienced.
1462223031,Male,,37,Yes,Scientist,8,Low,6,Dog_6,The specimen is reliable and experienced.
1462221871,Female,Yes,39,No,Fashion Designer,0,High,3,Dog_6,The specimen is reliable and experienced.
1462219591,Male,No,20,No,Doctor,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462218896,Female,Yes,73,Yes,Lawyer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462225424,Male,Yes,37,Yes,HR,1,Low,6,Dog_6,The specimen is reliable and experienced.
1462218825,Female,Yes,69,Yes,Scientist,1,Low,1,Dog_3,The specimen is reliable and experienced.
1462218879,Female,Yes,37,Yes,Singer,6,Average,3,Dog_4,The specimen is reliable and experienced.
1462220964,Female,Yes,45,Yes,Housewife,1,Low,1,Dog_3,The specimen is reliable and experienced.
1462222197,Female,No,40,Yes,Scientist,1,Low,5,Dog_6,The specimen is reliable and experienced.
1462219421,Female,No,35,No,Singer,4,Low,2,Dog_6,The specimen is reliable and experienced.
1462220140,Male,Yes,63,Yes,Fashion Designer,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462220189,Male,No,29,Yes,Doctor,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462220893,Male,No,50,No,Content Creation,1,Low,2,Dog_7,The specimen is reliable and experienced.
1462225983,Male,Yes,72,No,Singer,2,Average,2,Dog_6,The specimen is reliable and experienced.
1462223512,Male,Yes,49,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462219084,Female,Yes,48,Yes,Fashion Designer,,Average,3,Dog_6,The specimen is reliable and experienced.
1462222019,Male,Yes,59,Yes,HR,11,High,3,Dog_6,The specimen is reliable and experienced.
1462225572,Male,Yes,40,Yes,Fashion Designer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462223495,Male,No,20,No,Doctor,1,Low,5,Dog_6,The specimen is responsible and hardworking.
1462226406,,No,36,Yes,Scientist,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462225035,Male,Yes,41,Yes,Scientist,1,Average,2,Dog_4,The specimen is reliable and experienced.
1462219993,Male,Yes,50,No,Singer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462224805,Male,No,37,Yes,Fashion Designer,7,Low,2,Dog_6,The specimen is reliable and experienced.
1462218570,Female,No,42,No,Singer,7,Low,3,Dog_4,The specimen is reliable and experienced.
1462218795,Male,Yes,43,No,HR,0,High,4,Dog_6,The specimen is reliable and experienced.
1462221598,Female,Yes,69,Yes,Singer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462225804,Female,Yes,52,Yes,Fashion Designer,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462221497,Male,No,27,No,Singer,6,Low,4,Dog_6,The specimen is responsible and hardworking.
1462222958,Male,No,27,Yes,Scientist,,Low,1,Dog_4,The specimen is responsible and hardworking.
1462225972,Male,No,27,Yes,Scientist,0,Low,2,Dog_6,The specimen is responsible and hardworking.
1462223523,Female,Yes,45,Yes,Fashion Designer,9,Low,1,Dog_7,The specimen is reliable and experienced.
1462225376,Male,No,33,No,Content Creation,11,Low,9,Dog_6,The specimen is reliable and experienced.
1462225477,Female,Yes,86,Yes,Fashion Designer,,Low,4,,The specimen is reliable and experienced.
1462222514,Female,Yes,67,Yes,Fashion Designer,9,Low,3,Dog_6,The specimen is reliable and experienced.
1462222657,Female,Yes,38,Yes,Fashion Designer,4,Low,1,Dog_6,The specimen is reliable and experienced.
1462220161,Female,No,37,No,Doctor,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462224408,Male,No,27,No,Scientist,0,Low,5,Dog_6,The specimen is responsible and hardworking.
1462218641,Male,Yes,35,Yes,Fashion Designer,3,Average,3,Dog_6,The specimen is reliable and experienced.
1462222781,Male,Yes,47,Yes,Singer,1,Low,4,Dog_6,The specimen is reliable and experienced.
1462223087,Female,Yes,73,No,HR,0,Low,3,Dog_4,The specimen is reliable and experienced.
1462220097,Female,No,22,No,Doctor,,Low,4,Dog_3,The specimen is responsible and hardworking.
1462219589,Female,Yes,28,No,Scientist,6,Low,3,Dog_6,The specimen is responsible and hardworking.
1462225949,Male,,38,Yes,Singer,,Average,4,Dog_3,The specimen is reliable and experienced.
1462224568,Male,Yes,71,Yes,Singer,,High,2,Dog_6,The specimen is reliable and experienced.
1462221416,Male,Yes,38,No,Singer,1,Low,3,Dog_4,The specimen is reliable and experienced.
1462219823,Male,Yes,36,Yes,HR,9,Average,3,Dog_6,The specimen is reliable and experienced.
1462219005,Male,No,29,Yes,Scientist,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462223730,Female,No,55,Yes,Fashion Designer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462219323,Male,No,31,Yes,Doctor,0,Low,4,Dog_6,The specimen is reliable and experienced.
1462226548,Female,No,27,,Doctor,1,,4,Dog_6,The specimen is responsible and hardworking.
1462224331,Male,No,33,No,Fashion Designer,,Low,,Dog_3,The specimen is reliable and experienced.
1462224391,Male,Yes,83,No,HR,1,High,3,Dog_6,The specimen is reliable and experienced.
1462218965,Male,Yes,32,Yes,Doctor,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462219132,Male,Yes,62,Yes,Scientist,1,Average,4,Dog_3,The specimen is reliable and experienced.
1462224075,Female,Yes,56,Yes,Fashion Designer,0,High,5,Dog_3,The specimen is reliable and experienced.
1462223910,Female,No,57,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462221890,Male,No,25,No,Doctor,4,Low,3,Dog_4,The specimen is responsible and hardworking.
1462222581,Male,Yes,35,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462223622,Male,Yes,47,Yes,Fashion Designer,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462224288,Female,Yes,53,No,Scientist,0,Average,4,Dog_4,The specimen is reliable and experienced.
1462224077,Male,Yes,40,Yes,Fashion Designer,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462221936,Female,No,40,Yes,Lawyer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462219317,Female,No,19,No,Doctor,,Low,4,Dog_1,The specimen is rather joyful than responsible.
1462224277,Female,No,38,Yes,Fashion Designer,7,Low,2,Dog_6,The specimen is reliable and experienced.
1462223681,Male,Yes,81,Yes,Singer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462224594,Female,No,36,No,Scientist,,Low,2,Dog_6,The specimen is reliable and experienced.
1462224591,Male,No,30,Yes,Doctor,0,Low,,Dog_1,The specimen is reliable and experienced.
1462226493,Female,,49,No,Singer,0,Low,1,Dog_3,The specimen is reliable and experienced.
1462225773,Male,Yes,70,No,Lawyer,0,High,2,Dog_3,The specimen is reliable and experienced.
1462220552,Female,Yes,33,No,Scientist,7,Average,5,Dog_4,The specimen is reliable and experienced.
1462223807,Female,No,27,No,Doctor,0,Low,5,Dog_6,The specimen is responsible and hardworking.
1462223056,Female,Yes,45,No,Scientist,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462219214,Male,Yes,85,Yes,Fashion Designer,1,High,4,Dog_6,The specimen is reliable and experienced.
1462221731,Male,Yes,38,Yes,Scientist,11,Average,3,Dog_6,The specimen is reliable and experienced.
1462223498,Female,Yes,76,Yes,Fashion Designer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462224726,Female,Yes,36,No,Content Creation,,Low,4,Dog_4,The specimen is reliable and experienced.
1462220350,Female,No,23,No,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462221552,Female,Yes,35,Yes,Scientist,5,Low,2,Dog_6,The specimen is reliable and experienced.
1462221760,Male,Yes,53,No,HR,0,High,2,Dog_6,The specimen is reliable and experienced.
1462220314,Male,Yes,27,Yes,Doctor,5,Low,5,Dog_6,The specimen is responsible and hardworking.
1462223152,Female,Yes,67,Yes,Fashion Designer,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462224710,Male,No,21,No,Doctor,1,Low,3,Dog_3,The specimen is responsible and hardworking.
1462221593,Male,Yes,35,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462224735,Male,Yes,25,,Fashion Designer,8,Low,,Dog_6,The specimen is responsible and hardworking.
1462225460,Male,Yes,59,Yes,Content Creation,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462221688,Male,Yes,42,No,HR,,Average,2,Dog_3,The specimen is reliable and experienced.
1462220341,Male,No,20,No,Doctor,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462222659,Female,Yes,74,Yes,Scientist,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462222037,Female,Yes,37,Yes,Fashion Designer,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462223979,Female,No,42,No,Fashion Designer,0,Low,4,Dog_3,The specimen is reliable and experienced.
1462224656,Female,No,18,No,Scientist,2,Low,4,Dog_6,The specimen is rather joyful than responsible.
1462225627,Male,No,29,Yes,Fashion Designer,9,Low,3,Dog_6,The specimen is responsible and hardworking.
1462226394,Female,Yes,67,No,Lawyer,1,High,4,Dog_4,The specimen is reliable and experienced.
1462224486,Male,Yes,51,Yes,HR,7,High,4,Dog_6,The specimen is reliable and experienced.
1462219504,Female,No,22,No,Doctor,1,Low,7,Dog_3,The specimen is responsible and hardworking.
1462219462,Male,Yes,65,Yes,Lawyer,0,Low,1,Dog_4,The specimen is reliable and experienced.
1462226002,Male,Yes,40,Yes,Scientist,0,Average,5,Dog_6,The specimen is reliable and experienced.
1462225390,Male,Yes,49,Yes,Singer,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462219713,Male,,33,No,Doctor,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462225089,Female,Yes,55,Yes,Fashion Designer,4,Average,4,Dog_7,The specimen is reliable and experienced.
1462219735,Female,Yes,37,Yes,Scientist,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462226193,Male,No,21,No,Scientist,6,Low,6,Dog_7,The specimen is responsible and hardworking.
1462220143,Female,Yes,89,No,Lawyer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462225152,Male,Yes,37,Yes,Fashion Designer,0,Average,2,Dog_4,The specimen is reliable and experienced.
1462225352,Female,Yes,69,No,Fashion Designer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462222879,Male,Yes,71,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462225351,Male,No,32,No,Fashion Designer,0,Low,4,Dog_6,The specimen is reliable and experienced.
1462222964,Male,Yes,70,No,HR,1,High,2,Dog_6,The specimen is reliable and experienced.
1462224136,Male,No,38,Yes,Fashion Designer,1,Low,1,Dog_3,The specimen is reliable and experienced.
1462226022,Female,Yes,80,Yes,Lawyer,0,High,,Dog_6,The specimen is reliable and experienced.
1462225491,Male,No,33,No,Singer,1,Low,5,Dog_3,The specimen is reliable and experienced.
1462223244,Female,No,30,No,Doctor,8,Low,4,Dog_4,The specimen is reliable and experienced.
1462224922,Male,Yes,51,No,Singer,7,Average,3,Dog_6,The specimen is reliable and experienced.
1462221091,Female,No,30,No,Housewife,8,Low,9,Dog_4,The specimen is reliable and experienced.
1462220103,Female,No,41,Yes,Fashion Designer,4,Low,1,Dog_6,The specimen is reliable and experienced.
1462224433,Male,Yes,37,Yes,Fashion Designer,,Average,3,Dog_6,The specimen is reliable and experienced.
1462221031,Male,Yes,41,Yes,Fashion Designer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462222625,Female,No,41,Yes,Fashion Designer,1,Low,1,Dog_4,The specimen is reliable and experienced.
1462220477,Male,Yes,79,Yes,Fashion Designer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462224841,Female,No,27,Yes,Scientist,4,Low,2,Dog_6,The specimen is responsible and hardworking.
